entrez_gene_symbol	gene_long_name	category_sources	category
SLC26A5	SOLUTE CARRIER FAMILY 26 MEMBER 5	GuideToPharmacology,HumanProteinAtlas,Pharos	TRANSPORTER
PRADC1	PROTEASE ASSOCIATED DOMAIN CONTAINING 1	HingoraniCasas	DRUGGABLE GENOME
TIMM50	TRANSLOCASE OF INNER MITOCHONDRIAL MEMBRANE 50	GO	PROTEIN PHOSPHATASE
NKX6-2	NK6 HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR
NDUFS8	NADH:UBIQUINONE OXIDOREDUCTASE CORE SUBUNIT S8	HumanProteinAtlas,Pharos	ENZYME
GPD1L	GLYCEROL-3-PHOSPHATE DEHYDROGENASE 1 LIKE	HumanProteinAtlas	ENZYME
ELF5	E74 LIKE ETS TRANSCRIPTION FACTOR 5	Pharos	TRANSCRIPTION FACTOR
OR10C1	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY C MEMBER 1 (GENE/PSEUDOGENE)	Pharos,GO,HopkinsGroom,dGene	G PROTEIN COUPLED RECEPTOR
OR10C1	OLFACTORY RECEPTOR FAMILY 10 SUBFAMILY C MEMBER 1 (GENE/PSEUDOGENE)	HopkinsGroom	DRUGGABLE GENOME
ADAMTS1	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 1	GuideToPharmacology	ENZYME
ADAMTS1	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 1	GO	NEUTRAL ZINC METALLOPEPTIDASE
ADAMTS1	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 1	HingoraniCasas,RussLampel	DRUGGABLE GENOME
ADAMTS1	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 1	dGene	PROTEASE
H4C6	H4 CLUSTERED HISTONE 6	HingoraniCasas	DRUGGABLE GENOME
SOAT1	STEROL O-ACYLTRANSFERASE 1	RussLampel,HingoraniCasas	DRUGGABLE GENOME
TRAV41	T CELL RECEPTOR ALPHA VARIABLE 41	Pharos	TRANSCRIPTION FACTOR
TRAV41	T CELL RECEPTOR ALPHA VARIABLE 41	Pharos	KINASE
RPL22	RIBOSOMAL PROTEIN L22	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
CHMP6	CHARGED MULTIVESICULAR BODY PROTEIN 6	Pharos	ENZYME
CD276	CD276 MOLECULE	MskImpact	CLINICALLY ACTIONABLE
CD276	CD276 MOLECULE	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CD276	CD276 MOLECULE	HingoraniCasas	DRUGGABLE GENOME
NME3	NME/NM23 NUCLEOSIDE DIPHOSPHATE KINASE 3	Pharos	KINASE
MMP10	MATRIX METALLOPEPTIDASE 10	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
MMP10	MATRIX METALLOPEPTIDASE 10	GuideToPharmacology	ENZYME
MMP10	MATRIX METALLOPEPTIDASE 10	dGene,HopkinsGroom	PROTEASE
ELOA	ELONGIN A	Pharos	TRANSCRIPTION FACTOR
CHST1	CARBOHYDRATE SULFOTRANSFERASE 1	HingoraniCasas	DRUGGABLE GENOME
CHST1	CARBOHYDRATE SULFOTRANSFERASE 1	Pharos	ENZYME
CST9L	CYSTATIN 9 LIKE	HingoraniCasas	DRUGGABLE GENOME
CST9L	CYSTATIN 9 LIKE	dGene	PROTEASE INHIBITOR
CGB5	CHORIONIC GONADOTROPIN BETA SUBUNIT 5	HingoraniCasas	DRUGGABLE GENOME
ATP6V1D	ATPASE H+ TRANSPORTING V1 SUBUNIT D	Pharos	ENZYME
ATP6V1D	ATPASE H+ TRANSPORTING V1 SUBUNIT D	GuideToPharmacology	TRANSPORTER
GLYR1	GLYOXYLATE REDUCTASE 1 HOMOLOG	Pharos	KINASE
CREB1	CAMP RESPONSIVE ELEMENT BINDING PROTEIN 1	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
CREB1	CAMP RESPONSIVE ELEMENT BINDING PROTEIN 1	GO	TRANSCRIPTION FACTOR COMPLEX
CREB1	CAMP RESPONSIVE ELEMENT BINDING PROTEIN 1	Pharos	KINASE
CREB1	CAMP RESPONSIVE ELEMENT BINDING PROTEIN 1	Pharos	TRANSCRIPTION FACTOR
SLK	STE20 LIKE KINASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
SLK	STE20 LIKE KINASE	GuideToPharmacology	ENZYME
SLK	STE20 LIKE KINASE	dGene,GO	SERINE THREONINE KINASE
SLK	STE20 LIKE KINASE	dGene,HopkinsGroom,Pharos	KINASE
OPCML	OPIOID BINDING PROTEIN/CELL ADHESION MOLECULE LIKE	HingoraniCasas	DRUGGABLE GENOME
TLR4	TOLL LIKE RECEPTOR 4	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TLR4	TOLL LIKE RECEPTOR 4	GO	CELL SURFACE
TLR4	TOLL LIKE RECEPTOR 4	HingoraniCasas	DRUGGABLE GENOME
PYGM	GLYCOGEN PHOSPHORYLASE, MUSCLE ASSOCIATED	Pharos,HumanProteinAtlas	ENZYME
PYGM	GLYCOGEN PHOSPHORYLASE, MUSCLE ASSOCIATED	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
GUK1	GUANYLATE KINASE 1	Pharos	ENZYME
GUK1	GUANYLATE KINASE 1	Pharos	KINASE
SNCAIP	SYNUCLEIN ALPHA INTERACTING PROTEIN	FoundationOneGenes	CLINICALLY ACTIONABLE
NTMT1	N-TERMINAL XAA-PRO-LYS N-METHYLTRANSFERASE 1	Pharos	ENZYME
PKD1L2	POLYCYSTIN 1 LIKE 2 (GENE/PSEUDOGENE)	Pharos,IDG	ION CHANNEL
PKD1L2	POLYCYSTIN 1 LIKE 2 (GENE/PSEUDOGENE)	Pharos	G PROTEIN COUPLED RECEPTOR
IL36B	INTERLEUKIN 36, BETA	HingoraniCasas	DRUGGABLE GENOME
HS2ST1	HEPARAN SULFATE 2-O-SULFOTRANSFERASE 1	Pharos	ENZYME
RECQL5	RECQ LIKE HELICASE 5	GO	DNA REPAIR
DEFB107B	DEFENSIN BETA 107B	HingoraniCasas	DRUGGABLE GENOME
ACP3	ACID PHOSPHATASE 3	Pharos	ENZYME
ACP3	ACID PHOSPHATASE 3	HingoraniCasas	DRUGGABLE GENOME
SSRP1	STRUCTURE SPECIFIC RECOGNITION PROTEIN 1	Pharos	KINASE
SSRP1	STRUCTURE SPECIFIC RECOGNITION PROTEIN 1	GO	DNA REPAIR
AKAP2	A-KINASE ANCHORING PROTEIN 2	Pharos	KINASE
SNX9	SORTING NEXIN 9	Pharos	KINASE
AKAP6	A-KINASE ANCHORING PROTEIN 6	Pharos	KINASE
NDUFA9	NADH:UBIQUINONE OXIDOREDUCTASE SUBUNIT A9	Pharos	ENZYME
RIPK3	RECEPTOR INTERACTING SERINE/THREONINE KINASE 3	RussLampel,HingoraniCasas	DRUGGABLE GENOME
RIPK3	RECEPTOR INTERACTING SERINE/THREONINE KINASE 3	GO,dGene	SERINE THREONINE KINASE
RIPK3	RECEPTOR INTERACTING SERINE/THREONINE KINASE 3	dGene,Pharos	KINASE
RIPK3	RECEPTOR INTERACTING SERINE/THREONINE KINASE 3	GuideToPharmacology,Pharos	ENZYME
RIPK3	RECEPTOR INTERACTING SERINE/THREONINE KINASE 3	Pharos	TRANSCRIPTION FACTOR
GBA3	GLUCOSYLCERAMIDASE BETA 3 (GENE/PSEUDOGENE)	Pharos	ENZYME
P2RX2	PURINERGIC RECEPTOR P2X 2	GuideToPharmacology,Pharos	ION CHANNEL
P2RX2	PURINERGIC RECEPTOR P2X 2	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
GRIN2C	GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 2C	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
GRIN2C	GLUTAMATE IONOTROPIC RECEPTOR NMDA TYPE SUBUNIT 2C	GuideToPharmacology,Pharos	ION CHANNEL
DBR1	DEBRANCHING RNA LARIATS 1	Pharos	ENZYME
P2RY14	PURINERGIC RECEPTOR P2Y14	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
P2RY14	PURINERGIC RECEPTOR P2Y14	HopkinsGroom,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR
ALG8	ALG8, ALPHA-1,3-GLUCOSYLTRANSFERASE	HumanProteinAtlas	ENZYME
NME7	NME/NM23 FAMILY MEMBER 7	Pharos	KINASE
NME7	NME/NM23 FAMILY MEMBER 7	Pharos	ENZYME
SEC16A	SEC16 HOMOLOG A, ENDOPLASMIC RETICULUM EXPORT FACTOR	Pharos	TRANSPORTER
TXNRD2	THIOREDOXIN REDUCTASE 2	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
KCND3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY D MEMBER 3	BaderLabGenes,HopkinsGroom,GuideToPharmacology,Pharos	ION CHANNEL
KCND3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY D MEMBER 3	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
ACAD10	ACYL-COA DEHYDROGENASE FAMILY MEMBER 10	Pharos	KINASE
ACAD10	ACYL-COA DEHYDROGENASE FAMILY MEMBER 10	Pharos	ENZYME
PI4KAP1	PHOSPHATIDYLINOSITOL 4-KINASE ALPHA PSEUDOGENE 1	Pharos	KINASE
TRIM49	TRIPARTITE MOTIF CONTAINING 49	HopkinsGroom	B30_2 SPRY DOMAIN
TRIM49	TRIPARTITE MOTIF CONTAINING 49	HopkinsGroom	DRUGGABLE GENOME
TAS2R38	TASTE 2 RECEPTOR MEMBER 38	dGene,GuideToPharmacology,GO	G PROTEIN COUPLED RECEPTOR
STAT2	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 2	Pharos	TRANSCRIPTION FACTOR
STAT2	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 2	Pharos	KINASE
PDE8B	PHOSPHODIESTERASE 8B	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
PDE8B	PHOSPHODIESTERASE 8B	GuideToPharmacology	ENZYME
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	FoundationOneGenes,CarisMolecularIntelligence,MskImpact,Tempus,Oncomine	CLINICALLY ACTIONABLE
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	dGene,HopkinsGroom,Pharos,BaderLabGenes	KINASE
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	dGene,GO	TYROSINE KINASE
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	Pharos	TRANSCRIPTION FACTOR
SRC	SRC PROTO-ONCOGENE, NON-RECEPTOR TYROSINE KINASE	GuideToPharmacology	ENZYME
ME2	MALIC ENZYME 2	Pharos	ENZYME
TXN	THIOREDOXIN	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME
TXN	THIOREDOXIN	HopkinsGroom	THIOREDOXIN
EEF1A1	EUKARYOTIC TRANSLATION ELONGATION FACTOR 1 ALPHA 1	Pharos	TRANSCRIPTION FACTOR
MTMR11	MYOTUBULARIN RELATED PROTEIN 11	dGene	MYOTUBULARIN RELATED PROTEIN PHOSPHATASE
NARS1	ASPARAGINYL-TRNA SYNTHETASE 1	Pharos	ENZYME
SLC39A10	SOLUTE CARRIER FAMILY 39 MEMBER 10	Pharos	ENZYME
SLC39A10	SOLUTE CARRIER FAMILY 39 MEMBER 10	Pharos,GuideToPharmacology	TRANSPORTER
CRYGD	CRYSTALLIN GAMMA D	Pharos	ENZYME
SCRN3	SECERNIN 3	dGene	PROTEASE
NT5C3A	5'-NUCLEOTIDASE, CYTOSOLIC IIIA	GuideToPharmacology,Pharos,HumanProteinAtlas	ENZYME
SUPT16H	SPT16 HOMOLOG, FACILITATES CHROMATIN REMODELING SUBUNIT	GO	DNA REPAIR
SUPT16H	SPT16 HOMOLOG, FACILITATES CHROMATIN REMODELING SUBUNIT	Pharos	KINASE
SUPT16H	SPT16 HOMOLOG, FACILITATES CHROMATIN REMODELING SUBUNIT	Pharos	TRANSCRIPTION FACTOR
SUPT16H	SPT16 HOMOLOG, FACILITATES CHROMATIN REMODELING SUBUNIT	HopkinsGroom	PROTEASE
SUPT16H	SPT16 HOMOLOG, FACILITATES CHROMATIN REMODELING SUBUNIT	HopkinsGroom,RussLampel	DRUGGABLE GENOME
SLC25A48	SOLUTE CARRIER FAMILY 25 MEMBER 48	RussLampel	DRUGGABLE GENOME
SLC25A48	SOLUTE CARRIER FAMILY 25 MEMBER 48	GuideToPharmacology	TRANSPORTER
ATP6AP2	ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2	HumanProteinAtlas	TRANSPORTER
ATP6AP2	ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2	HingoraniCasas	DRUGGABLE GENOME
ATP6AP2	ATPASE H+ TRANSPORTING ACCESSORY PROTEIN 2	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
H4C3	H4 CLUSTERED HISTONE 3	HingoraniCasas	DRUGGABLE GENOME
FMOD	FIBROMODULIN	HingoraniCasas	DRUGGABLE GENOME
ITGAX	INTEGRIN SUBUNIT ALPHA X	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
ITGAX	INTEGRIN SUBUNIT ALPHA X	GO	CELL SURFACE
ITGAX	INTEGRIN SUBUNIT ALPHA X	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CD40LG	CD40 LIGAND	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
CD40LG	CD40 LIGAND	GO	CELL SURFACE
CD40LG	CD40 LIGAND	Pharos	KINASE
CD40LG	CD40 LIGAND	HingoraniCasas	DRUGGABLE GENOME
IGHV3-64	IMMUNOGLOBULIN HEAVY VARIABLE 3-64	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TRIM69	TRIPARTITE MOTIF CONTAINING 69	HopkinsGroom	B30_2 SPRY DOMAIN
TRIM69	TRIPARTITE MOTIF CONTAINING 69	HopkinsGroom	DRUGGABLE GENOME
STK31	SERINE/THREONINE KINASE 31	dGene,IDG,Pharos	KINASE
STK31	SERINE/THREONINE KINASE 31	dGene,GO	SERINE THREONINE KINASE
STK31	SERINE/THREONINE KINASE 31	RussLampel	DRUGGABLE GENOME
STK31	SERINE/THREONINE KINASE 31	GuideToPharmacology	ENZYME
GRIPAP1	GRIP1 ASSOCIATED PROTEIN 1	Pharos	KINASE
NEK5	NIMA RELATED KINASE 5	RussLampel,HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME
NEK5	NIMA RELATED KINASE 5	HopkinsGroom,dGene,Pharos,IDG	KINASE
NEK5	NIMA RELATED KINASE 5	GuideToPharmacology	ENZYME
NEK5	NIMA RELATED KINASE 5	dGene,GO	SERINE THREONINE KINASE
MYZAP	MYOCARDIAL ZONULA ADHERENS PROTEIN	Pharos	TRANSCRIPTION FACTOR
IL31RA	INTERLEUKIN 31 RECEPTOR A	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
IL31RA	INTERLEUKIN 31 RECEPTOR A	HingoraniCasas	DRUGGABLE GENOME
TNFRSF14	TNF RECEPTOR SUPERFAMILY MEMBER 14	CarisMolecularIntelligence,Tempus,FoundationOneGenes,MskImpact	CLINICALLY ACTIONABLE
TNFRSF14	TNF RECEPTOR SUPERFAMILY MEMBER 14	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TNFRSF14	TNF RECEPTOR SUPERFAMILY MEMBER 14	HingoraniCasas	DRUGGABLE GENOME
CSHL1	CHORIONIC SOMATOMAMMOTROPIN HORMONE LIKE 1	GO	HORMONE ACTIVITY
CSHL1	CHORIONIC SOMATOMAMMOTROPIN HORMONE LIKE 1	GO	GROWTH FACTOR
CSHL1	CHORIONIC SOMATOMAMMOTROPIN HORMONE LIKE 1	HingoraniCasas	DRUGGABLE GENOME
CGB8	CHORIONIC GONADOTROPIN BETA SUBUNIT 8	HingoraniCasas	DRUGGABLE GENOME
VTCN1	V-SET DOMAIN CONTAINING T-CELL ACTIVATION INHIBITOR 1	MskImpact	CLINICALLY ACTIONABLE
VTCN1	V-SET DOMAIN CONTAINING T-CELL ACTIVATION INHIBITOR 1	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
SMYD1	SET AND MYND DOMAIN CONTAINING 1	BaderLabGenes	METHYL TRANSFERASE
BRD9	BROMODOMAIN CONTAINING 9	GuideToPharmacology	ENZYME
NDUFS7	NADH:UBIQUINONE OXIDOREDUCTASE CORE SUBUNIT S7	HumanProteinAtlas,Pharos	ENZYME
AKR1B10	ALDO-KETO REDUCTASE FAMILY 1 MEMBER B10	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
AKR1B10	ALDO-KETO REDUCTASE FAMILY 1 MEMBER B10	Pharos	ENZYME
MPND	MPN DOMAIN CONTAINING	dGene	PROTEASE
LAYN	LAYILIN	GO	CELL SURFACE
RHCG	RH FAMILY C GLYCOPROTEIN	RussLampel	DRUGGABLE GENOME
RHCG	RH FAMILY C GLYCOPROTEIN	Pharos,GuideToPharmacology	TRANSPORTER
CDX1	CAUDAL TYPE HOMEOBOX 1	Pharos	TRANSCRIPTION FACTOR
BAG5	BCL2 ASSOCIATED ATHANOGENE 5	Pharos	KINASE
CCS	COPPER CHAPERONE FOR SUPEROXIDE DISMUTASE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
ADAMTS3	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 3	HingoraniCasas,RussLampel	DRUGGABLE GENOME
ADAMTS3	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 3	GuideToPharmacology	ENZYME
ADAMTS3	ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF 3	dGene	PROTEASE
SYT5	SYNAPTOTAGMIN 5	Pharos	KINASE
IL2	INTERLEUKIN 2	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
IL2	INTERLEUKIN 2	HingoraniCasas	DRUGGABLE GENOME
IL2	INTERLEUKIN 2	GO	GROWTH FACTOR
OR6F1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY F MEMBER 1	HopkinsGroom,GO,Pharos,dGene	G PROTEIN COUPLED RECEPTOR
OR6F1	OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY F MEMBER 1	HopkinsGroom,RussLampel	DRUGGABLE GENOME
LRFN1	LEUCINE RICH REPEAT AND FIBRONECTIN TYPE III DOMAIN CONTAINING 1	GO	CELL SURFACE
MAGT1	MAGNESIUM TRANSPORTER 1	Pharos,HumanProteinAtlas,GuideToPharmacology	TRANSPORTER
TRIM65	TRIPARTITE MOTIF CONTAINING 65	HopkinsGroom	DRUGGABLE GENOME
TRIM65	TRIPARTITE MOTIF CONTAINING 65	HopkinsGroom	B30_2 SPRY DOMAIN
PAK1IP1	PAK1 INTERACTING PROTEIN 1	Pharos	KINASE
ING1	INHIBITOR OF GROWTH FAMILY MEMBER 1	Tempus	CLINICALLY ACTIONABLE
NUDT2	NUDIX HYDROLASE 2	Pharos	ENZYME
CDK6	CYCLIN DEPENDENT KINASE 6	Pharos,dGene,HopkinsGroom	KINASE
CDK6	CYCLIN DEPENDENT KINASE 6	GuideToPharmacology	ENZYME
CDK6	CYCLIN DEPENDENT KINASE 6	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
CDK6	CYCLIN DEPENDENT KINASE 6	CarisMolecularIntelligence,Oncomine,FoundationOneGenes,MskImpact,Tempus	CLINICALLY ACTIONABLE
CDK6	CYCLIN DEPENDENT KINASE 6	dGene	SERINE THREONINE KINASE
CDK6	CYCLIN DEPENDENT KINASE 6	GO	TUMOR SUPPRESSOR
CDK6	CYCLIN DEPENDENT KINASE 6	CIViC	DRUG RESISTANCE
KPNA3	KARYOPHERIN SUBUNIT ALPHA 3	Pharos	NUCLEAR HORMONE RECEPTOR
MARCO	MACROPHAGE RECEPTOR WITH COLLAGENOUS STRUCTURE	RussLampel,HopkinsGroom	DRUGGABLE GENOME
ASCL1	ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 1	Pharos	TRANSCRIPTION FACTOR
DDAH1	DIMETHYLARGININE DIMETHYLAMINOHYDROLASE 1	GuideToPharmacology,Pharos	ENZYME
BPIFB6	BPI FOLD CONTAINING FAMILY B MEMBER 6	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME
CEACAM5	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 5	GO	CELL SURFACE
CEACAM5	CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 5	HingoraniCasas	DRUGGABLE GENOME
KLK14	KALLIKREIN RELATED PEPTIDASE 14	Pharos,GuideToPharmacology	ENZYME
KLK14	KALLIKREIN RELATED PEPTIDASE 14	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME
KLK14	KALLIKREIN RELATED PEPTIDASE 14	HopkinsGroom,dGene	PROTEASE
STRIP1	STRIATIN INTERACTING PROTEIN 1	Pharos	KINASE
CAD	CARBAMOYL-PHOSPHATE SYNTHETASE 2, ASPARTATE TRANSCARBAMYLASE, AND DIHYDROOROTASE	FoundationOneGenes	CLINICALLY ACTIONABLE
CAD	CARBAMOYL-PHOSPHATE SYNTHETASE 2, ASPARTATE TRANSCARBAMYLASE, AND DIHYDROOROTASE	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
CAD	CARBAMOYL-PHOSPHATE SYNTHETASE 2, ASPARTATE TRANSCARBAMYLASE, AND DIHYDROOROTASE	HumanProteinAtlas,Pharos	ENZYME
CAD	CARBAMOYL-PHOSPHATE SYNTHETASE 2, ASPARTATE TRANSCARBAMYLASE, AND DIHYDROOROTASE	Pharos	KINASE
TLR9	TOLL LIKE RECEPTOR 9	HingoraniCasas,HingoraniCasas	DRUGGABLE GENOME
IFNAR1	INTERFERON ALPHA AND BETA RECEPTOR SUBUNIT 1	HingoraniCasas	DRUGGABLE GENOME
IFNAR1	INTERFERON ALPHA AND BETA RECEPTOR SUBUNIT 1	Tempus	CLINICALLY ACTIONABLE
IFNAR1	INTERFERON ALPHA AND BETA RECEPTOR SUBUNIT 1	Pharos	KINASE
LPO	LACTOPEROXIDASE	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME
LPO	LACTOPEROXIDASE	Pharos	ENZYME
TRIM33	TRIPARTITE MOTIF CONTAINING 33	HumanProteinAtlas,GuideToPharmacology	ENZYME
TRIM33	TRIPARTITE MOTIF CONTAINING 33	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
LIF	LIF, INTERLEUKIN 6 FAMILY CYTOKINE	GO	GROWTH FACTOR
LIF	LIF, INTERLEUKIN 6 FAMILY CYTOKINE	HingoraniCasas	DRUGGABLE GENOME
TBCK	TBC1 DOMAIN CONTAINING KINASE	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TBCK	TBC1 DOMAIN CONTAINING KINASE	dGene	SERINE THREONINE KINASE
TBCK	TBC1 DOMAIN CONTAINING KINASE	dGene,Pharos,IDG	KINASE
TBCK	TBC1 DOMAIN CONTAINING KINASE	GuideToPharmacology,HumanProteinAtlas	ENZYME
IGLV1-51	IMMUNOGLOBULIN LAMBDA VARIABLE 1-51	HingoraniCasas	DRUGGABLE GENOME
MTAP	METHYLTHIOADENOSINE PHOSPHORYLASE	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME
MTAP	METHYLTHIOADENOSINE PHOSPHORYLASE	HumanProteinAtlas,Pharos	ENZYME
MTAP	METHYLTHIOADENOSINE PHOSPHORYLASE	Tempus,FoundationOneGenes	CLINICALLY ACTIONABLE
SP5	SP5 TRANSCRIPTION FACTOR	Pharos	TRANSCRIPTION FACTOR
YBX1	Y-BOX BINDING PROTEIN 1	HingoraniCasas	DRUGGABLE GENOME
SPEN	SPEN FAMILY TRANSCRIPTIONAL REPRESSOR	MskImpact,Tempus,CarisMolecularIntelligence,FoundationOneGenes	CLINICALLY ACTIONABLE
NUP88	NUCLEOPORIN 88	GO	TRANSPORTER
TSFM	TS TRANSLATION ELONGATION FACTOR, MITOCHONDRIAL	Pharos	ENZYME
ATP6V0E2	ATPASE H+ TRANSPORTING V0 SUBUNIT E2	GuideToPharmacology	TRANSPORTER
POU5F1	POU CLASS 5 HOMEOBOX 1	Pharos	TRANSCRIPTION FACTOR
POU5F1	POU CLASS 5 HOMEOBOX 1	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
OR2AK2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AK MEMBER 2	dGene,HopkinsGroom,Pharos,GO	G PROTEIN COUPLED RECEPTOR
OR2AK2	OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY AK MEMBER 2	HopkinsGroom,RussLampel	DRUGGABLE GENOME
CRTC3	CREB REGULATED TRANSCRIPTION COACTIVATOR 3	CarisMolecularIntelligence	CLINICALLY ACTIONABLE
G6PC3	GLUCOSE-6-PHOSPHATASE CATALYTIC SUBUNIT 3	Pharos	TRANSPORTER
G6PC3	GLUCOSE-6-PHOSPHATASE CATALYTIC SUBUNIT 3	HumanProteinAtlas	ENZYME
UGT2B11	UDP GLUCURONOSYLTRANSFERASE FAMILY 2 MEMBER B11	HingoraniCasas	DRUGGABLE GENOME
CARD9	CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 9	Pharos	KINASE
COL1A2	COLLAGEN TYPE I ALPHA 2 CHAIN	HingoraniCasas	DRUGGABLE GENOME
RPL5	RIBOSOMAL PROTEIN L5	Tempus,CarisMolecularIntelligence	CLINICALLY ACTIONABLE
CRADD	CASP2 AND RIPK1 DOMAIN CONTAINING ADAPTOR WITH DEATH DOMAIN	Pharos	KINASE
FKBP9P1	FK506 BINDING PROTEIN 9 PSEUDOGENE 1	RussLampel	DRUGGABLE GENOME
DUSP8	DUAL SPECIFICITY PHOSPHATASE 8	RussLampel,HopkinsGroom	DRUGGABLE GENOME
DUSP8	DUAL SPECIFICITY PHOSPHATASE 8	HopkinsGroom,GO,dGene	PROTEIN PHOSPHATASE
DUSP8	DUAL SPECIFICITY PHOSPHATASE 8	Pharos	KINASE
SLC22A31	SOLUTE CARRIER FAMILY 22 MEMBER 31	Pharos,GuideToPharmacology	TRANSPORTER
SLC22A31	SOLUTE CARRIER FAMILY 22 MEMBER 31	HingoraniCasas	DRUGGABLE GENOME
ADI1	ACIREDUCTONE DIOXYGENASE 1	Pharos	ENZYME
C8ORF44-SGK3	C8ORF44-SGK3 READTHROUGH	HingoraniCasas	DRUGGABLE GENOME
FDXR	FERREDOXIN REDUCTASE	HumanProteinAtlas	ENZYME
SPAG11B	SPERM ASSOCIATED ANTIGEN 11B	HingoraniCasas	DRUGGABLE GENOME
DUSP14	DUAL SPECIFICITY PHOSPHATASE 14	Pharos	KINASE
DUSP14	DUAL SPECIFICITY PHOSPHATASE 14	dGene,HopkinsGroom	PROTEIN PHOSPHATASE
DUSP14	DUAL SPECIFICITY PHOSPHATASE 14	HopkinsGroom,RussLampel	DRUGGABLE GENOME
TRIM51	TRIPARTITE MOTIF-CONTAINING 51	HopkinsGroom	DRUGGABLE GENOME
TRIM51	TRIPARTITE MOTIF-CONTAINING 51	HopkinsGroom	B30_2 SPRY DOMAIN
